ClientID,Sex,Education,Marriage,Age,Age Band,Credit Limit,Credit Limit Band,Utilization Rate,Ever Delayed,Max Delay (months),Months Delayed (count),Payment Trend,Risk Segment,Default
3476,Male,University,Single,28,21-30,20000,Q1 (lowest),0.8993666666666666,No,0,0,1318,Medium risk (one factor),No default
3477,Male,University,Single,40,31-40,50000,Q1 (lowest),0.3088566666666666,No,0,0,575,Medium risk (one factor),Default
3478,Female,High school,Single,29,21-30,300000,Q5 (highest),0.2375594444444444,No,0,0,7951,Low risk (neither),No default
3479,Female,Graduate school,Single,36,31-40,500000,Q5 (highest),0.0181803333333333,No,0,0,2993,Low risk (neither),No default
3480,Female,University,Single,27,21-30,490000,Q5 (highest),0.3719625850340136,No,0,0,-15,Medium risk (one factor),No default
3481,Male,Graduate school,Single,27,21-30,200000,Q4,0.0048875,No,0,0,-205,Low risk (neither),No default
3482,Female,Graduate school,Single,23,21-30,40000,Q1 (lowest),0.5407291666666667,Yes,2,3,606,High risk (delayed + high util),Default
3483,Female,Graduate school,Single,28,21-30,150000,Q3,0.0115788888888888,No,0,0,2730,Low risk (neither),No default
3484,Male,Graduate school,Married,29,21-30,50000,Q1 (lowest),0.6191066666666667,No,0,0,2100,Medium risk (one factor),Default
3485,Male,University,Single,27,21-30,100000,Q2,0.8980383333333333,No,0,0,2473,Medium risk (one factor),No default
3486,Female,High school,Married,42,41-50,50000,Q1 (lowest),0.8639433333333333,Yes,2,4,0,High risk (delayed + high util),Default
3487,Female,University,Single,25,21-30,130000,Q3,0.1552166666666666,No,0,0,-4220,Low risk (neither),No default
3488,Female,Graduate school,Single,27,21-30,70000,Q2,0.0034333333333333,No,0,0,-200,Low risk (neither),No default
3489,Female,Graduate school,Married,30,21-30,30000,Q1 (lowest),0.8769277777777778,Yes,2,1,883,High risk (delayed + high util),No default
3490,Male,Graduate school,Single,28,21-30,50000,Q1 (lowest),0.2490366666666666,No,0,0,1005,Low risk (neither),No default
3491,Male,Graduate school,Married,45,41-50,80000,Q2,0.16014375,No,0,0,-2527,Low risk (neither),Default
3492,Female,Graduate school,Single,30,21-30,220000,Q4,0.197030303030303,No,0,0,-823,Low risk (neither),No default
3493,Male,University,Married,45,41-50,200000,Q4,0.7967883333333333,No,0,0,836,Medium risk (one factor),No default
3494,Female,University,Single,24,21-30,120000,Q3,0.0698527777777777,No,0,0,599,Low risk (neither),No default
3495,Female,University,Single,25,21-30,100000,Q2,0.825165,Yes,2,3,3000,High risk (delayed + high util),No default
3496,Female,High school,Married,59,51-60,100000,Q2,0.107485,Yes,1,1,7240,Medium risk (one factor),No default
3497,Female,Graduate school,Single,23,21-30,50000,Q1 (lowest),0.48769,No,0,0,626,Medium risk (one factor),No default
3498,Male,University,Married,37,31-40,240000,Q4,0.0509888888888888,No,0,0,-15592,Low risk (neither),No default
3499,Male,Graduate school,Single,28,21-30,60000,Q2,0.0871638888888888,Yes,2,1,2600,Medium risk (one factor),No default
3500,Female,University,Married,34,31-40,260000,Q4,0.0090884615384615,No,0,0,1774,Low risk (neither),Default
3501,Female,High school,Married,56,51-60,30000,Q1 (lowest),0.65365,Yes,2,6,-400,High risk (delayed + high util),Default
3502,Female,High school,Married,40,31-40,440000,Q5 (highest),0.145160606060606,No,0,0,0,Low risk (neither),No default
3503,Female,University,Single,30,21-30,360000,Q5 (highest),0.3850555555555555,No,0,0,0,Medium risk (one factor),No default
3504,Female,Graduate school,Single,26,21-30,50000,Q1 (lowest),0.2465033333333333,No,0,0,29000,Low risk (neither),Default
3505,Male,Graduate school,Married,50,41-50,270000,Q4,0.0045382716049382,No,0,0,-4858,Low risk (neither),No default
3506,Female,Graduate school,Single,27,21-30,150000,Q3,0.06747,No,0,0,6000,Low risk (neither),No default
3507,Male,High school,Single,26,21-30,200000,Q4,0.041775,No,0,0,70,Low risk (neither),No default
3508,Female,University,Married,36,31-40,50000,Q1 (lowest),0.7103166666666667,No,0,0,-2000,Medium risk (one factor),No default
3509,Female,Graduate school,Single,33,31-40,210000,Q4,0.0093214285714285,Yes,2,2,1303,Medium risk (one factor),No default
3510,Female,University,Single,27,21-30,50000,Q1 (lowest),0.89018,Yes,2,4,0,High risk (delayed + high util),Default
3511,Male,University,Single,24,21-30,50000,Q1 (lowest),0.40097,No,0,0,660,Medium risk (one factor),No default
3512,Male,Graduate school,Single,29,21-30,440000,Q5 (highest),0.3057787878787878,No,0,0,-1266,Medium risk (one factor),No default
3513,Female,Graduate school,Single,28,21-30,60000,Q2,0.7514,Yes,2,6,-4000,High risk (delayed + high util),Default
3514,Female,University,Married,41,41-50,70000,Q2,0.0617333333333333,No,0,0,3000,Low risk (neither),No default
3515,Female,University,Single,25,21-30,290000,Q5 (highest),0.2235689655172413,No,0,0,-500,Low risk (neither),No default
3516,Male,University,Single,29,21-30,140000,Q3,0.0035523809523809,No,0,0,188,Low risk (neither),No default
3517,Female,University,Single,33,31-40,310000,Q5 (highest),0.3615311827956989,No,0,0,-9139,Medium risk (one factor),No default
3518,Female,Graduate school,Single,36,31-40,450000,Q5 (highest),0.003844074074074,Yes,1,1,10267,Medium risk (one factor),No default
3519,Male,Graduate school,Married,34,31-40,360000,Q5 (highest),0.005411574074074,No,0,0,1269,Low risk (neither),No default
3520,Female,University,Married,34,31-40,550000,Q5 (highest),0.6630130303030304,No,0,0,2000,Medium risk (one factor),No default
3521,Male,Graduate school,Married,44,41-50,180000,Q3,0.0,Yes,1,1,-4003,Medium risk (one factor),No default
3522,Male,University,Married,37,31-40,140000,Q3,0.3154642857142857,No,0,0,-4673,Medium risk (one factor),No default
3523,Male,Graduate school,Single,33,31-40,50000,Q1 (lowest),0.3215033333333333,No,0,0,-115,Medium risk (one factor),No default
3524,Female,University,Married,30,21-30,200000,Q4,0.0018283333333333,No,0,0,-751,Low risk (neither),No default
3525,Male,University,Married,39,31-40,60000,Q2,0.7472083333333334,No,0,0,580,Medium risk (one factor),No default
3526,Male,Graduate school,Single,28,21-30,140000,Q3,-0.0382833333333333,No,0,0,-85558,Low risk (neither),No default
3527,Male,University,Married,42,41-50,70000,Q2,0.9691071428571428,No,0,0,700,Medium risk (one factor),No default
3528,Female,University,Married,50,41-50,20000,Q1 (lowest),0.485575,Yes,3,6,500,High risk (delayed + high util),No default
3529,Female,University,Married,24,21-30,100000,Q2,0.5841366666666666,No,0,0,1206,Medium risk (one factor),No default
3530,Male,Graduate school,Single,33,31-40,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
3531,Female,High school,Married,24,21-30,100000,Q2,0.0030833333333333,No,0,0,500,Low risk (neither),No default
3532,Female,High school,Single,41,41-50,160000,Q3,0.1807947916666666,Yes,2,2,1000,Medium risk (one factor),No default
3533,Female,University,Single,27,21-30,160000,Q3,1.021746875,No,0,0,-1300,Medium risk (one factor),No default
3534,Male,University,Single,26,21-30,130000,Q3,0.0038846153846153,No,0,0,1,Low risk (neither),Default
3535,Female,High school,Married,40,31-40,100000,Q2,0.4610916666666666,No,0,0,725,Medium risk (one factor),No default
3536,Male,Graduate school,Married,35,31-40,90000,Q2,0.2064037037037037,Yes,2,4,2300,Medium risk (one factor),Default
3537,Male,University,Single,23,21-30,80000,Q2,0.1842229166666666,Yes,2,1,1164,Medium risk (one factor),No default
3538,Female,University,Married,28,21-30,220000,Q4,0.9700075757575756,Yes,6,6,8258,High risk (delayed + high util),Default
3539,Female,Graduate school,Married,39,31-40,260000,Q4,0.0120115384615384,No,0,0,1814,Low risk (neither),Default
3540,Male,High school,Married,45,41-50,30000,Q1 (lowest),0.938861111111111,Yes,5,6,0,High risk (delayed + high util),Default
3541,Female,University,Married,40,31-40,100000,Q2,0.0250883333333333,Yes,2,3,-780,Medium risk (one factor),Default
3542,Male,University,Single,39,31-40,80000,Q2,0.6304,No,0,0,1230,Medium risk (one factor),No default
3543,Female,University,Single,31,31-40,20000,Q1 (lowest),0.1660916666666666,No,0,0,1032,Low risk (neither),No default
3544,Male,Graduate school,Married,41,41-50,140000,Q3,0.2024190476190476,No,0,0,0,Low risk (neither),No default
3545,Female,Graduate school,Single,25,21-30,30000,Q1 (lowest),0.0,Yes,1,1,0,Medium risk (one factor),Default
3546,Male,University,Married,39,31-40,90000,Q2,0.2571444444444444,No,0,0,576,Low risk (neither),No default
3547,Female,University,Single,23,21-30,150000,Q3,0.3894922222222222,No,0,0,-2188,Medium risk (one factor),No default
3548,Male,High school,Married,28,21-30,250000,Q4,0.4401026666666667,No,0,0,804,Medium risk (one factor),No default
3549,Female,University,Married,37,31-40,20000,Q1 (lowest),1.017025,Yes,2,3,1500,High risk (delayed + high util),Default
3550,Male,University,Married,28,21-30,50000,Q1 (lowest),0.25741,No,0,0,7060,Low risk (neither),No default
3551,Male,University,Married,31,31-40,100000,Q2,0.0169166666666666,Yes,3,2,0,Medium risk (one factor),Default
3552,Male,Graduate school,Married,46,41-50,500000,Q5 (highest),0.0359743333333333,No,0,0,6452,Low risk (neither),No default
3553,Female,University,Married,36,31-40,50000,Q1 (lowest),0.6035,Yes,2,1,2000,High risk (delayed + high util),No default
3554,Female,Graduate school,Single,27,21-30,40000,Q1 (lowest),1.2513083333333337,No,0,0,3723,Medium risk (one factor),No default
3555,Female,University,Married,35,31-40,80000,Q2,0.9685375,Yes,2,2,7000,High risk (delayed + high util),No default
3556,Male,Graduate school,Married,35,31-40,100000,Q2,0.566955,No,0,0,1730,Medium risk (one factor),No default
3557,Male,Graduate school,Single,29,21-30,180000,Q3,0.042362037037037,No,0,0,2506,Low risk (neither),No default
3558,Female,High school,Married,53,51-60,90000,Q2,0.7466074074074075,No,0,0,-1000,Medium risk (one factor),No default
3559,Female,University,Single,23,21-30,10000,Q1 (lowest),0.14995,No,0,0,-10729,Low risk (neither),No default
3560,Female,Graduate school,Single,33,31-40,200000,Q4,0.0007508333333333,No,0,0,-20,Low risk (neither),No default
3561,Male,High school,Married,57,51-60,80000,Q2,0.121275,Yes,2,6,1300,Medium risk (one factor),Default
3562,Male,University,Single,33,31-40,90000,Q2,0.7212833333333334,Yes,2,6,200,High risk (delayed + high util),Default
3563,Female,University,Married,42,41-50,80000,Q2,0.064375,No,0,0,0,Low risk (neither),Default
3564,Female,University,Single,24,21-30,90000,Q2,1.1210925925925923,Yes,2,3,-83400,High risk (delayed + high util),Default
3565,Female,University,Married,46,41-50,80000,Q2,0.0342708333333333,No,0,0,2000,Low risk (neither),No default
3566,Male,Graduate school,Single,27,21-30,140000,Q3,0.003575,No,0,0,-1059,Low risk (neither),Default
3567,Male,University,Married,39,31-40,480000,Q5 (highest),0.726575,No,0,0,9956,Medium risk (one factor),No default
3568,Male,Graduate school,Married,39,31-40,230000,Q4,1.103883333333333,Yes,2,5,5730,High risk (delayed + high util),No default
3569,Male,Graduate school,Single,27,21-30,70000,Q2,0.0414071428571428,Yes,3,2,0,Medium risk (one factor),Default
3570,Female,Graduate school,Single,39,31-40,200000,Q4,0.5976083333333334,No,0,0,2641,Medium risk (one factor),No default
3571,Female,Graduate school,Single,35,31-40,180000,Q3,0.3808361111111111,No,0,0,2000,Medium risk (one factor),No default
3572,Male,High school,Married,37,31-40,190000,Q4,0.9349701754385964,No,0,0,1899,Medium risk (one factor),No default
3573,Female,University,Married,24,21-30,20000,Q1 (lowest),0.97645,Yes,2,4,-400,High risk (delayed + high util),No default
3574,Male,Graduate school,Single,24,21-30,10000,Q1 (lowest),0.9408833333333334,Yes,2,1,1716,High risk (delayed + high util),Default
3575,Female,Graduate school,Married,45,41-50,80000,Q2,1.0071770833333331,No,0,0,502,Medium risk (one factor),No default
3576,Male,High school,Single,28,21-30,60000,Q2,0.952338888888889,Yes,2,6,6950,High risk (delayed + high util),No default
3577,Female,Graduate school,Single,37,31-40,500000,Q5 (highest),0.0382383333333333,No,0,0,7169,Low risk (neither),No default
3578,Male,High school,Single,42,41-50,50000,Q1 (lowest),0.0214133333333333,Yes,2,3,874,Medium risk (one factor),Default
3579,Female,Graduate school,Single,28,21-30,360000,Q5 (highest),0.0005379629629629,Yes,1,1,222,Medium risk (one factor),No default
3580,Female,High school,Married,56,51-60,10000,Q1 (lowest),0.9394333333333332,Yes,2,3,2109,High risk (delayed + high util),No default
3581,Male,Graduate school,Married,54,51-60,300000,Q5 (highest),0.001285,No,0,0,555,Low risk (neither),Default
3582,Male,University,Married,48,41-50,70000,Q2,0.0647452380952381,No,0,0,973,Low risk (neither),No default
3583,Female,University,Married,32,31-40,250000,Q4,0.060736,No,0,0,8666,Low risk (neither),No default
3584,Male,High school,Married,51,51-60,10000,Q1 (lowest),0.58635,Yes,2,4,2216,High risk (delayed + high util),Default
3585,Female,High school,Married,28,21-30,140000,Q3,0.184995238095238,No,0,0,0,Low risk (neither),No default
3586,Female,University,Married,40,31-40,100000,Q2,0.0,Yes,1,1,0,Medium risk (one factor),No default
3587,Female,Graduate school,Married,31,31-40,110000,Q3,0.0016484848484848,Yes,1,1,0,Medium risk (one factor),No default
3588,Male,University,Married,38,31-40,210000,Q4,0.0013857142857142,No,0,0,-1160,Low risk (neither),No default
3589,Female,Graduate school,Married,40,31-40,210000,Q4,0.0120253968253968,No,0,0,680,Low risk (neither),No default
3590,Female,University,Single,26,21-30,70000,Q2,0.73315,Yes,3,6,-4046,High risk (delayed + high util),Default
3591,Male,University,Married,47,41-50,20000,Q1 (lowest),0.8239833333333334,No,0,0,1257,Medium risk (one factor),No default
3592,Male,Graduate school,Single,31,31-40,220000,Q4,0.0171424242424242,No,0,0,784,Low risk (neither),No default
3593,Female,High school,Others,51,51-60,20000,Q1 (lowest),0.93305,Yes,2,2,1600,High risk (delayed + high util),Default
3594,Male,Graduate school,Married,28,21-30,80000,Q2,0.7611770833333333,Yes,2,3,4000,High risk (delayed + high util),No default
3595,Female,University,Married,42,41-50,500000,Q5 (highest),0.9066143333333334,No,0,0,10000,Medium risk (one factor),Default
3596,Male,High school,Single,66,61+,210000,Q4,0.7215984126984126,No,0,0,1499,Medium risk (one factor),No default
3597,Male,University,Single,27,21-30,80000,Q2,0.8459291666666666,Yes,2,1,1572,High risk (delayed + high util),Default
3598,Female,University,Married,37,31-40,50000,Q1 (lowest),0.5420033333333334,Yes,2,3,4900,High risk (delayed + high util),No default
3599,Male,Graduate school,Married,35,31-40,240000,Q4,0.0186534722222222,Yes,1,1,11901,Medium risk (one factor),No default
3600,Female,University,Single,23,21-30,150000,Q3,0.0300944444444444,Yes,2,1,-2480,Medium risk (one factor),No default
3601,Female,University,Married,49,41-50,210000,Q4,0.0,Yes,1,1,0,Medium risk (one factor),No default
3602,Female,University,Single,28,21-30,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
3603,Female,Others,Married,29,21-30,230000,Q4,0.2939130434782608,No,0,0,0,Medium risk (one factor),No default
3604,Male,Graduate school,Single,35,31-40,500000,Q5 (highest),0.0038976666666666,Yes,1,1,-9269,Medium risk (one factor),No default
3605,Female,University,Married,34,31-40,150000,Q3,0.3124988888888889,No,0,0,-337,Medium risk (one factor),No default
3606,Female,University,Single,31,31-40,30000,Q1 (lowest),0.9614166666666668,Yes,3,4,0,High risk (delayed + high util),Default
3607,Male,Graduate school,Married,57,51-60,470000,Q5 (highest),0.1579088652482269,No,0,0,1737,Low risk (neither),No default
3608,Male,Graduate school,Married,59,51-60,200000,Q4,0.1485891666666666,Yes,2,3,1700,Medium risk (one factor),No default
3609,Male,Graduate school,Single,35,31-40,470000,Q5 (highest),0.4288450354609929,No,0,0,5066,Medium risk (one factor),No default
3610,Male,Graduate school,Single,32,31-40,310000,Q5 (highest),0.1556467741935484,No,0,0,46001,Low risk (neither),No default
3611,Female,Graduate school,Single,28,21-30,210000,Q4,0.8045595238095238,No,0,0,4000,Medium risk (one factor),No default
3612,Female,University,Married,41,41-50,500000,Q5 (highest),0.1044013333333333,No,0,0,11849,Low risk (neither),No default
3613,Female,University,Single,27,21-30,80000,Q2,0.9595645833333334,Yes,2,2,170,High risk (delayed + high util),No default
3614,Male,High school,Single,38,31-40,20000,Q1 (lowest),0.5133833333333333,No,0,0,1399,Medium risk (one factor),Default
3615,Male,High school,Single,32,31-40,150000,Q3,0.3329144444444444,Yes,1,1,35093,High risk (delayed + high util),No default
3616,Male,High school,Married,39,31-40,390000,Q5 (highest),0.6379965811965812,No,0,0,55707,Medium risk (one factor),No default
3617,Male,Graduate school,Single,29,21-30,10000,Q1 (lowest),0.8456,No,0,0,1500,Medium risk (one factor),No default
3618,Female,High school,Married,46,41-50,390000,Q5 (highest),0.0237294871794871,No,0,0,-5613,Low risk (neither),No default
3619,Male,High school,Married,41,41-50,210000,Q4,0.0586507936507936,Yes,2,1,-2018,Medium risk (one factor),Default
3620,Female,Graduate school,Married,33,31-40,350000,Q5 (highest),0.003,No,0,0,693,Low risk (neither),Default
3621,Female,Graduate school,Single,35,31-40,150000,Q3,0.0101477777777777,No,0,0,-2070,Low risk (neither),No default
3622,Female,University,Married,36,31-40,210000,Q4,0.2597246031746031,No,0,0,131,Low risk (neither),No default
3623,Male,Graduate school,Married,55,51-60,100000,Q2,0.171195,No,0,0,2000,Low risk (neither),No default
3624,Male,Graduate school,Single,36,31-40,210000,Q4,0.3579277777777777,No,0,0,2184,Medium risk (one factor),Default
3625,Female,University,Married,48,41-50,290000,Q5 (highest),0.0473787356321839,No,0,0,28044,Low risk (neither),No default
3626,Male,University,Married,50,41-50,330000,Q5 (highest),0.0129368686868686,Yes,1,1,1766,Medium risk (one factor),Default
3627,Male,University,Single,37,31-40,50000,Q1 (lowest),0.7036233333333333,No,0,0,1528,Medium risk (one factor),No default
3628,Male,High school,Single,27,21-30,80000,Q2,0.522675,No,0,0,821,Medium risk (one factor),No default
3629,Male,University,Married,35,31-40,340000,Q5 (highest),0.1255666666666666,No,0,0,0,Low risk (neither),No default
3630,Male,High school,Married,38,31-40,120000,Q3,0.4234125,No,0,0,488,Medium risk (one factor),No default
3631,Female,University,Single,22,21-30,30000,Q1 (lowest),0.1190611111111111,No,0,0,2651,Low risk (neither),No default
3632,Female,Graduate school,Single,35,31-40,260000,Q4,0.1437961538461538,No,0,0,8267,Low risk (neither),No default
3633,Male,University,Married,64,61+,50000,Q1 (lowest),0.5516533333333333,No,0,0,145,Medium risk (one factor),No default
3634,Female,High school,Single,25,21-30,420000,Q5 (highest),0.1457055555555555,Yes,2,2,-23011,Medium risk (one factor),Default
3635,Female,University,Married,28,21-30,130000,Q3,0.2909974358974359,No,0,0,890,Medium risk (one factor),No default
3636,Female,University,Married,30,21-30,270000,Q4,0.1973759259259259,No,0,0,0,Low risk (neither),No default
3637,Male,High school,Single,30,21-30,50000,Q1 (lowest),0.1680066666666666,Yes,2,1,645,Medium risk (one factor),No default
3638,Male,University,Married,34,31-40,20000,Q1 (lowest),0.7023916666666667,No,0,0,300,Medium risk (one factor),Default
3639,Female,University,Married,34,31-40,140000,Q3,0.9809761904761904,No,0,0,1600,Medium risk (one factor),No default
3640,Female,University,Married,35,31-40,100000,Q2,0.6333116666666666,No,0,0,1000,Medium risk (one factor),No default
3641,Male,High school,Single,41,41-50,50000,Q1 (lowest),0.62499,Yes,3,6,-1332,High risk (delayed + high util),No default
3642,Male,Graduate school,Single,37,31-40,500000,Q5 (highest),0.0202286666666666,No,0,0,4355,Low risk (neither),No default
3643,Male,University,Married,35,31-40,80000,Q2,0.6789729166666667,No,0,0,1584,Medium risk (one factor),No default
3644,Female,University,Married,34,31-40,220000,Q4,0.058415909090909,No,0,0,15683,Low risk (neither),Default
3645,Male,University,Married,34,31-40,30000,Q1 (lowest),0.9141944444444444,Yes,2,2,1750,High risk (delayed + high util),No default
3646,Male,University,Single,26,21-30,240000,Q4,0.7195166666666667,No,0,0,7000,Medium risk (one factor),No default
3647,Male,High school,Married,41,41-50,220000,Q4,0.0872643939393939,No,0,0,23010,Low risk (neither),No default
3648,Male,University,Married,32,31-40,320000,Q5 (highest),0.0606817708333333,No,0,0,-11,Low risk (neither),No default
3649,Female,University,Married,36,31-40,230000,Q4,0.0396239130434782,Yes,2,2,-51362,Medium risk (one factor),No default
3650,Male,High school,Single,44,41-50,20000,Q1 (lowest),0.0195,Yes,2,1,-780,Medium risk (one factor),No default
3651,Female,University,Married,34,31-40,280000,Q5 (highest),0.2552625,No,0,0,1000,Low risk (neither),No default
3652,Male,University,Married,44,41-50,110000,Q3,0.9877939393939392,No,0,0,1510,Medium risk (one factor),No default
3653,Female,University,Married,26,21-30,180000,Q3,0.5530472222222222,No,0,0,16000,Medium risk (one factor),No default
3654,Male,High school,Married,51,51-60,100000,Q2,0.8474016666666667,No,0,0,-1336,Medium risk (one factor),No default
3655,Male,University,Married,37,31-40,80000,Q2,0.24838125,No,0,0,375,Low risk (neither),No default
3656,Female,High school,Single,30,21-30,260000,Q4,0.0103134615384615,No,0,0,5180,Low risk (neither),No default
3657,Female,University,Single,25,21-30,110000,Q3,1.0200984848484849,Yes,2,5,1900,High risk (delayed + high util),No default
3658,Female,University,Married,31,31-40,150000,Q3,0.7612911111111111,No,0,0,1932,Medium risk (one factor),No default
3659,Female,University,Single,35,31-40,180000,Q3,0.0279259259259259,No,0,0,2612,Low risk (neither),No default
3660,Female,University,Married,28,21-30,230000,Q4,0.1875478260869565,No,0,0,36000,Low risk (neither),No default
3661,Female,Graduate school,Single,27,21-30,500000,Q5 (highest),0.133253,No,0,0,3881,Low risk (neither),No default
3662,Male,University,Single,30,21-30,300000,Q5 (highest),0.0192683333333333,No,0,0,-11591,Low risk (neither),No default
3663,Female,University,Single,31,31-40,180000,Q3,0.1458,No,0,0,-4674,Low risk (neither),No default
3664,Female,University,Single,24,21-30,30000,Q1 (lowest),0.035,Yes,3,6,0,Medium risk (one factor),Default
3665,Female,High school,Single,29,21-30,110000,Q3,0.0660651515151515,Yes,2,5,282,Medium risk (one factor),No default
3666,Female,University,Married,28,21-30,100000,Q2,0.2513233333333333,No,0,0,-2000,Low risk (neither),No default
3667,Male,Graduate school,Single,31,31-40,390000,Q5 (highest),0.7911188034188034,No,0,0,-10058,Medium risk (one factor),No default
3668,Female,Others,Married,35,31-40,180000,Q3,0.1142175925925925,No,0,0,2000,Low risk (neither),No default
3669,Female,High school,Married,37,31-40,300000,Q5 (highest),0.0111922222222222,Yes,2,3,-169,Medium risk (one factor),No default
3670,Female,Graduate school,Single,36,31-40,260000,Q4,0.0153365384615384,No,0,0,-6130,Low risk (neither),No default
3671,Female,University,Single,29,21-30,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
3672,Female,University,Single,26,21-30,80000,Q2,0.0288,No,0,0,-7523,Low risk (neither),No default
3673,Female,Graduate school,Single,26,21-30,100000,Q2,0.04318,No,0,0,0,Low risk (neither),Default
3674,Male,High school,Married,47,41-50,20000,Q1 (lowest),0.843875,Yes,2,5,2565,High risk (delayed + high util),Default
3675,Female,Graduate school,Single,33,31-40,210000,Q4,0.0457468253968254,No,0,0,0,Low risk (neither),No default
3676,Female,University,Married,25,21-30,10000,Q1 (lowest),0.8802333333333334,Yes,2,1,834,High risk (delayed + high util),No default
3677,Male,Graduate school,Single,26,21-30,150000,Q3,0.0687766666666666,No,0,0,-459,Low risk (neither),No default
3678,Male,High school,Married,37,31-40,360000,Q5 (highest),0.0010833333333333,No,0,0,-390,Low risk (neither),No default
3679,Female,University,Single,42,41-50,80000,Q2,0.13513125,No,0,0,1235,Low risk (neither),No default
3680,Female,Graduate school,Single,29,21-30,130000,Q3,0.0735974358974358,No,0,0,4147,Low risk (neither),No default
3681,Male,Graduate school,Single,36,31-40,30000,Q1 (lowest),0.1321833333333333,No,0,0,1000,Low risk (neither),No default
3682,Female,University,Married,30,21-30,430000,Q5 (highest),0.5230077519379845,Yes,2,1,5896,High risk (delayed + high util),Default
3683,Female,University,Single,23,21-30,20000,Q1 (lowest),0.758575,Yes,2,1,950,High risk (delayed + high util),No default
3684,Male,University,Single,32,31-40,50000,Q1 (lowest),0.45268,No,0,0,8025,Medium risk (one factor),No default
3685,Female,University,Married,26,21-30,140000,Q3,0.6387392857142857,No,0,0,5000,Medium risk (one factor),No default
3686,Male,Graduate school,Single,32,31-40,200000,Q4,0.0604158333333333,No,0,0,6491,Low risk (neither),No default
3687,Male,University,Married,28,21-30,80000,Q2,0.8165854166666667,Yes,2,5,-3862,High risk (delayed + high util),No default
3688,Female,University,Single,23,21-30,50000,Q1 (lowest),0.2535933333333333,No,0,0,817,Low risk (neither),Default
3689,Female,University,Single,27,21-30,280000,Q5 (highest),0.8822714285714286,Yes,2,2,-3500,High risk (delayed + high util),No default
3690,Male,University,Married,51,51-60,710000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
3691,Male,Graduate school,Single,29,21-30,180000,Q3,0.1052805555555555,Yes,1,1,100000,Medium risk (one factor),No default
3692,Male,Graduate school,Single,39,31-40,500000,Q5 (highest),0.0442686666666666,No,0,0,10045,Low risk (neither),No default
3693,Male,University,Single,33,31-40,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
3694,Male,Graduate school,Single,29,21-30,50000,Q1 (lowest),0.4797933333333333,Yes,2,1,1500,High risk (delayed + high util),No default
3695,Male,University,Single,27,21-30,80000,Q2,0.9426666666666668,Yes,2,1,-827,High risk (delayed + high util),Default
3696,Female,University,Married,44,41-50,50000,Q1 (lowest),0.8235666666666667,Yes,2,1,4000,High risk (delayed + high util),No default
3697,Female,University,Single,23,21-30,50000,Q1 (lowest),0.1886866666666666,No,0,0,1008,Low risk (neither),No default
3698,Male,Graduate school,Single,33,31-40,150000,Q3,0.0066722222222222,Yes,2,1,-2215,Medium risk (one factor),No default
3699,Male,University,Single,28,21-30,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
3700,Female,University,Married,32,31-40,50000,Q1 (lowest),0.6984433333333333,No,0,0,1100,Medium risk (one factor),No default
3701,Female,Graduate school,Others,48,41-50,50000,Q1 (lowest),0.5938233333333334,No,0,0,255,Medium risk (one factor),No default
3702,Female,Graduate school,Single,29,21-30,200000,Q4,0.0146058333333333,No,0,0,0,Low risk (neither),No default
3703,Male,Graduate school,Single,29,21-30,80000,Q2,0.0869083333333333,Yes,1,1,36710,Medium risk (one factor),No default
3704,Female,University,Married,46,41-50,140000,Q3,0.0027857142857142,No,0,0,-390,Low risk (neither),No default
3705,Female,Graduate school,Others,22,21-30,20000,Q1 (lowest),0.5478083333333333,No,0,0,1800,Medium risk (one factor),Default
3706,Female,High school,Single,34,31-40,80000,Q2,0.0,Yes,1,1,0,Medium risk (one factor),No default
3707,Male,University,Married,30,21-30,110000,Q3,0.7615530303030302,No,0,0,2000,Medium risk (one factor),No default
3708,Female,Graduate school,Single,27,21-30,140000,Q3,0.8108035714285714,No,0,0,3041,Medium risk (one factor),No default
3709,Female,Graduate school,Single,31,31-40,300000,Q5 (highest),0.1717366666666666,No,0,0,10018,Low risk (neither),No default
3710,Female,University,Single,29,21-30,50000,Q1 (lowest),0.2763866666666666,No,0,0,1300,Low risk (neither),Default
3711,Female,Others,Married,39,31-40,180000,Q3,0.4474861111111111,No,0,0,-76993,Medium risk (one factor),No default
3712,Female,University,Married,39,31-40,290000,Q5 (highest),0.7299672413793103,No,0,0,10923,Medium risk (one factor),No default
3713,Female,University,Married,36,31-40,60000,Q2,0.0050388888888888,Yes,2,2,-1500,Medium risk (one factor),No default
3714,Female,University,Married,38,31-40,100000,Q2,0.1542666666666666,Yes,2,3,-2000,Medium risk (one factor),No default
3715,Male,University,Married,41,41-50,30000,Q1 (lowest),0.3375888888888889,No,0,0,1900,Medium risk (one factor),No default
3716,Female,High school,Single,27,21-30,220000,Q4,0.6973325757575757,Yes,3,5,2500,High risk (delayed + high util),No default
3717,Female,University,Single,30,21-30,230000,Q4,0.0,No,0,0,0,Low risk (neither),No default
