ClientID,Month Offset,Bill Amount,Payment Amount,Pay Status Code,Default
3541,-1,3546,0,2,Default
3541,0,4535,0,1,Default
3542,-5,49979,1782,0,No default
3542,-4,49445,2000,0,No default
3542,-3,48869,2001,0,No default
3542,-2,47950,2001,0,No default
3542,-1,51265,2100,0,No default
3542,0,55084,3012,0,No default
3543,-5,0,0,-2,No default
3543,-4,0,0,-1,No default
3543,-3,5909,0,-1,No default
3543,-2,2935,6039,-1,No default
3543,-1,5561,2938,0,No default
3543,0,5526,1032,0,No default
3544,-5,38615,3000,0,No default
3544,-4,34197,5000,0,No default
3544,-3,29701,5000,0,No default
3544,-2,25141,5000,0,No default
3544,-1,22525,3000,0,No default
3544,0,19853,3000,0,No default
3545,-5,0,0,-2,Default
3545,-4,0,0,-2,Default
3545,-3,0,0,-2,Default
3545,-2,0,0,-2,Default
3545,-1,0,0,-2,Default
3545,0,0,0,1,Default
3546,-5,24821,1100,0,No default
3546,-4,24377,1000,0,No default
3546,-3,23812,1100,0,No default
3546,-2,23280,1220,0,No default
3546,-1,21956,2000,0,No default
3546,0,20612,1676,0,No default
3547,-5,53557,5000,0,No default
3547,-4,59171,2112,0,No default
3547,-3,59075,2208,0,No default
3547,-2,59501,2143,0,No default
3547,-1,59684,2599,0,No default
3547,0,59555,2812,0,No default
3548,-5,97411,3095,0,No default
3548,-4,95309,3525,0,No default
3548,-3,93354,3301,0,No default
3548,-2,92278,3186,0,No default
3548,-1,90497,3913,0,No default
3548,0,191305,3899,0,No default
3549,-5,20655,0,0,Default
3549,-4,20469,600,0,Default
3549,-3,20126,650,0,Default
3549,-2,20085,500,2,Default
3549,-1,20797,0,2,Default
3549,0,19911,1500,1,Default
3550,-5,2113,3027,-1,No default
3550,-4,14493,2120,-1,No default
3550,-3,7885,14493,-1,No default
3550,-2,2515,7951,-1,No default
3550,-1,29303,2522,0,No default
3550,0,20914,10087,0,No default
3551,-5,1150,0,-1,Default
3551,-4,1000,1150,0,Default
3551,-3,2000,0,0,Default
3551,-2,3000,0,-1,Default
3551,-1,1000,3000,2,Default
3551,0,2000,0,3,Default
3552,-5,31453,12333,-1,No default
3552,-4,6192,31453,-1,No default
3552,-3,37171,6192,-1,No default
3552,-2,10742,37171,-1,No default
3552,-1,18785,10742,-1,No default
3552,0,3580,18785,-1,No default
3553,-5,11361,1000,-1,No default
3553,-4,9959,20000,0,No default
3553,-3,12557,1672,0,No default
3553,-2,50556,600,0,No default
3553,-1,49260,3266,0,No default
3553,0,47357,3000,2,No default
3554,-5,65070,4317,0,No default
3554,-4,72647,10000,0,No default
3554,-3,87230,3000,-1,No default
3554,-2,4235,87230,-1,No default
3554,-1,38904,4235,0,No default
3554,0,32228,8040,0,No default
3555,-5,80752,0,2,No default
3555,-4,77310,5000,0,No default
3555,-3,75892,4000,0,No default
3555,-2,76090,3000,2,No default
3555,-1,79324,0,0,No default
3555,0,75530,7000,0,No default
3556,-5,53433,0,0,No default
3556,-4,49513,5064,0,No default
3556,-3,98775,2119,0,No default
3556,-2,47160,3214,0,No default
3556,-1,46168,1722,0,No default
3556,0,45124,1730,0,No default
3557,-5,5646,700,0,No default
3557,-4,13863,11077,0,No default
3557,-3,11285,3877,0,No default
3557,-2,10693,1291,-1,No default
3557,-1,3191,10696,-2,No default
3557,0,1073,3206,-2,No default
3558,-5,49519,5000,0,No default
3558,-4,48987,2000,0,No default
3558,-3,50095,3000,0,No default
3558,-2,78994,2000,0,No default
3558,-1,88338,2602,0,No default
3558,0,87235,4000,0,No default
3559,-5,0,13460,-2,No default
3559,-4,3551,0,-2,No default
3559,-3,876,3551,-2,No default
3559,-2,757,876,-2,No default
3559,-1,2731,757,-2,No default
3559,0,1082,2731,-2,No default
3560,-5,0,165,0,No default
3560,-4,165,0,0,No default
3560,-3,446,0,-1,No default
3560,-2,-20,631,-1,No default
3560,-1,145,0,-1,No default
3560,0,165,145,-1,No default
3561,-5,10749,1300,2,Default
3561,-4,10571,500,2,Default
3561,-3,9629,1100,2,Default
3561,-2,9937,0,2,Default
3561,-1,9895,350,2,Default
3561,0,7431,2600,2,Default
3562,-5,67893,2800,2,Default
3562,-4,66639,2500,2,Default
3562,-3,65236,2600,2,Default
3562,-2,64288,2600,2,Default
3562,-1,63426,2500,2,Default
3562,0,62011,3000,2,Default
3563,-5,0,0,-2,Default
3563,-4,0,0,-2,Default
3563,-3,0,0,-2,Default
3563,-2,0,0,-2,Default
3563,-1,0,0,0,Default
3563,0,30900,0,0,Default
3564,-5,66762,90000,0,Default
3564,-4,91442,2977,0,Default
3564,-3,98257,3154,0,Default
3564,-2,105806,2915,2,Default
3564,-1,118666,0,2,Default
3564,0,124457,6600,2,Default
3565,-5,2350,350,-1,No default
3565,-4,2350,2350,-1,No default
3565,-3,2350,2350,0,No default
3565,-2,4700,0,-1,No default
3565,-1,2350,4700,-1,No default
3565,0,2350,2350,-1,No default
3566,-5,416,1059,-1,Default
3566,-4,521,416,-1,Default
3566,-3,409,528,0,Default
3566,-2,825,0,-1,Default
3566,-1,0,825,-1,Default
3566,0,832,0,-1,Default
3567,-5,279768,10135,0,No default
3567,-4,296004,12013,0,No default
3567,-3,330221,12013,0,No default
3567,-2,393648,15203,0,No default
3567,-1,394515,25370,0,No default
3567,0,398380,20091,0,No default
3568,-5,203223,6270,0,No default
3568,-4,235290,8006,2,No default
3568,-3,255954,0,2,No default
3568,-2,269849,8300,2,No default
3568,-1,282285,10000,2,No default
3568,0,276758,12000,1,No default
3569,-5,3047,0,-1,Default
3569,-4,1435,3047,0,Default
3569,-3,2870,0,0,Default
3569,-2,1929,1980,2,Default
3569,-1,3942,0,3,Default
3569,0,4168,0,-1,Default
3570,-5,110138,3575,0,No default
3570,-4,114667,4055,0,No default
3570,-3,113304,6613,0,No default
3570,-2,125205,4037,0,No default
3570,-1,127734,4371,0,No default
3570,0,126082,6216,0,No default
3571,-5,67219,3000,0,No default
3571,-4,69843,2700,0,No default
3571,-3,71970,3000,0,No default
3571,-2,68862,5000,0,No default
3571,-1,67033,4000,0,No default
3571,0,66376,5000,0,No default
3572,-5,170136,6120,0,No default
3572,-4,175131,6324,0,No default
3572,-3,178984,6800,0,No default
3572,-2,181463,6700,0,No default
3572,-1,178857,8008,0,No default
3572,0,181295,8019,0,No default
3573,-5,19863,400,2,No default
3573,-4,20337,0,2,No default
3573,-3,20298,893,0,No default
3573,-2,19632,1754,0,No default
3573,-1,18227,1720,2,No default
3573,0,18817,0,1,No default
3574,-5,9700,900,0,Default
3574,-4,9515,500,0,Default
3574,-3,9554,499,0,Default
3574,-2,9844,400,2,Default
3574,-1,10160,0,0,Default
3574,0,7680,2616,0,Default
3575,-5,81165,3000,0,No default
3575,-4,79652,3000,0,No default
3575,-3,79207,3100,0,No default
3575,-2,80822,4000,0,No default
3575,-1,81466,3000,0,No default
3575,0,81133,3502,0,No default
3576,-5,49529,0,2,No default
3576,-4,58458,3654,2,No default
3576,-3,60716,0,2,No default
3576,-2,60943,1767,2,No default
3576,-1,59629,3250,2,No default
3576,0,53567,6950,2,No default
3577,-5,-38,12000,0,No default
3577,-4,16521,0,0,No default
3577,-3,52002,0,-1,No default
3577,-2,22893,53198,-1,No default
3577,-1,19169,22893,-1,No default
3577,0,4168,19169,-1,No default
3578,-5,550,1100,-1,Default
3578,-4,700,550,2,Default
3578,-3,1400,0,2,Default
3578,-2,1250,700,2,Default
3578,-1,1974,0,-1,Default
3578,0,550,1974,-1,Default
3579,-5,0,198,-2,No default
3579,-4,0,0,-1,No default
3579,-3,742,0,-1,No default
3579,-2,0,742,-1,No default
3579,-1,420,0,-1,No default
3579,0,0,420,1,No default
3580,-5,9974,500,0,No default
3580,-4,9730,400,2,No default
3580,-3,10029,0,2,No default
3580,-2,9501,830,2,No default
3580,-1,9808,0,0,No default
3580,0,7324,2609,0,No default
3581,-5,366,0,-1,Default
3581,-4,468,366,-1,Default
3581,-3,718,468,-1,Default
3581,-2,0,718,-1,Default
3581,-1,555,0,-1,Default
3581,0,206,555,-1,Default
3582,-5,890,215,-1,No default
3582,-4,390,890,-1,No default
3582,-3,1230,390,-1,No default
3582,-2,8638,1230,0,No default
3582,-1,7606,2000,0,No default
3582,0,8439,1188,0,No default
3583,-5,0,0,-2,No default
3583,-4,0,0,-2,No default
3583,-3,17504,0,-2,No default
3583,-2,16998,17504,-2,No default
3583,-1,16666,16998,0,No default
3583,0,39936,8666,0,No default
3584,-5,7680,284,0,Default
3584,-4,6026,1774,0,Default
3584,-3,5820,300,2,Default
3584,-2,6066,0,2,Default
3584,-1,6012,300,2,Default
3584,0,3577,2500,2,Default
3585,-5,24767,5000,0,No default
3585,-4,26097,3000,0,No default
3585,-3,21477,5000,0,No default
3585,-2,30129,5000,0,No default
3585,-1,27742,3011,0,No default
3585,0,25184,5000,0,No default
3586,-5,0,0,-2,No default
3586,-4,0,0,-2,No default
3586,-3,0,0,-2,No default
3586,-2,0,0,-2,No default
3586,-1,0,0,-2,No default
3586,0,0,0,1,No default
3587,-5,0,0,0,No default
3587,-4,225,0,0,No default
3587,-3,225,0,-1,No default
3587,-2,638,225,-1,No default
3587,-1,0,638,-2,No default
3587,0,0,0,1,No default
3588,-5,291,1451,-1,No default
3588,-4,291,291,-1,No default
3588,-3,291,291,-1,No default
3588,-2,291,291,-1,No default
3588,-1,291,291,-1,No default
3588,0,291,291,-1,No default
3589,-5,0,0,-2,No default
3589,-4,0,0,-2,No default
3589,-3,0,0,-2,No default
3589,-2,0,0,-2,No default
3589,-1,680,0,-2,No default
3589,0,14472,680,-2,No default
3590,-5,52333,4046,2,Default
3590,-4,53345,0,2,Default
3590,-3,52479,2000,2,Default
3590,-2,52431,2000,2,Default
3590,-1,48134,5100,2,Default
3590,0,49201,0,3,Default
3591,-5,18750,0,0,No default
3591,-4,17579,1500,0,No default
3591,-3,16345,1500,0,No default
3591,-2,16024,588,0,No default
3591,-1,15014,1267,0,No default
3591,0,15166,1257,0,No default
3592,-5,1640,3012,-2,No default
3592,-4,4739,1640,-2,No default
3592,-3,2291,4739,-2,No default
3592,-2,5227,2293,-2,No default
3592,-1,3796,5227,-2,No default
3592,0,4935,3796,-2,No default
3593,-5,20192,0,2,Default
3593,-4,20278,393,0,Default
3593,-3,18300,3600,0,Default
3593,-2,17676,900,0,Default
3593,-1,17165,1500,0,Default
3593,0,18355,1600,2,Default
3594,-5,66897,0,0,No default
3594,-4,62856,5100,0,No default
3594,-3,60997,3000,0,No default
3594,-2,59587,3000,2,No default
3594,-1,58756,2400,2,No default
3594,0,56272,4000,2,No default
3595,-5,422271,11000,0,Default
3595,-4,423136,18000,0,Default
3595,-3,401635,30000,0,Default
3595,-2,478965,12000,0,Default
3595,-1,487049,17414,0,Default
3595,0,506787,21000,0,Default
3596,-5,143721,5011,0,No default
3596,-4,140886,5307,0,No default
3596,-3,138991,5500,0,No default
3596,-2,139411,5103,0,No default
3596,-1,136809,6450,0,No default
3596,0,209396,6510,0,No default
3597,-5,58515,2041,0,Default
3597,-4,57248,2200,0,Default
3597,-3,56032,2100,0,Default
3597,-2,78692,2000,0,Default
3597,-1,78663,3100,0,Default
3597,0,76896,3613,2,Default
3598,-5,13497,600,0,No default
3598,-4,13268,600,0,No default
3598,-3,13026,600,0,No default
3598,-2,38222,580,2,No default
3598,-1,43594,0,2,No default
3598,0,40994,5500,2,No default
3599,-5,7574,0,0,No default
3599,-4,650,7424,0,No default
3599,-3,1000,150,0,No default
3599,-2,5736,0,-1,No default
3599,-1,11901,5758,-1,No default
3599,0,0,11901,1,No default
3600,-5,5706,7328,2,No default
3600,-4,10251,0,-1,No default
3600,-3,4830,10251,-2,No default
3600,-2,1276,4854,-2,No default
3600,-1,4824,1282,-2,No default
3600,0,198,4848,-2,No default
3601,-5,0,0,-2,No default
3601,-4,0,0,-2,No default
3601,-3,0,0,-2,No default
3601,-2,0,0,-2,No default
3601,-1,0,0,-2,No default
3601,0,0,0,1,No default
3602,-5,0,0,-2,Default
3602,-4,0,0,-2,Default
3602,-3,0,0,-2,Default
3602,-2,0,0,-2,Default
3602,-1,0,0,-2,Default
3602,0,0,0,1,Default
3603,-5,69917,3000,0,No default
3603,-4,68398,2657,0,No default
3603,-3,67150,2483,0,No default
3603,-2,65691,2553,0,No default
3603,-1,64375,2386,0,No default
3603,0,70069,3000,0,No default
3604,-5,735,11605,-1,No default
3604,-4,2567,1470,-1,No default
3604,-3,6461,2567,-1,No default
3604,-2,1215,6461,-1,No default
3604,-1,1168,1215,-1,No default
3604,0,-453,2336,1,No default
3605,-5,47077,2100,0,No default
3605,-4,45840,2000,0,No default
3605,-3,45564,2000,0,No default
3605,-2,46191,2000,0,No default
3605,-1,46054,2500,0,No default
3605,0,50523,1763,-1,No default
3606,-5,30468,0,3,Default
3606,-4,31260,0,2,Default
3606,-3,29685,2200,0,Default
3606,-2,27857,2600,0,Default
3606,-1,26531,1772,2,Default
3606,0,27254,0,1,Default
3607,-5,60805,1740,0,No default
3607,-4,65549,2156,0,No default
3607,-3,66207,2100,0,No default
3607,-2,83882,2022,0,No default
3607,-1,85008,4100,0,No default
3607,0,83852,3477,0,No default
3608,-5,31914,0,2,No default
3608,-4,31378,1200,2,No default
3608,-3,29516,2500,2,No default
3608,-2,30299,0,0,No default
3608,-1,28081,3000,0,No default
3608,0,27119,1700,0,No default
3609,-5,201955,4817,0,No default
3609,-4,137387,100018,0,No default
3609,-3,221365,30364,0,No default
3609,-2,218615,6194,0,No default
3609,-1,218246,6000,0,No default
3609,0,211775,9883,0,No default
3610,-5,10032,23219,-1,No default
3610,-4,12056,10058,0,No default
3610,-3,59169,2000,0,No default
3610,-2,69195,5000,0,No default
3610,-1,85711,3095,0,No default
3610,0,53340,69220,0,No default
3611,-5,142976,5000,0,No default
3611,-4,140051,5500,0,No default
3611,-3,136410,6000,0,No default
3611,-2,185587,5254,0,No default
3611,-1,204530,9007,0,No default
3611,0,204191,9000,0,No default
3612,-5,33272,175357,-1,No default
3612,-4,28238,33272,-1,No default
3612,-3,29161,28238,-1,No default
3612,-2,10894,29161,-1,No default
3612,-1,187206,10909,-1,No default
3612,0,24433,187206,-1,No default
3613,-5,75294,3150,2,No default
3613,-4,79906,0,2,No default
3613,-3,81183,2870,0,No default
3613,-2,76083,6400,0,No default
3613,-1,75134,2800,0,No default
3613,0,72991,3320,0,No default
3614,-5,8900,1,-1,Default
3614,-4,12457,598,-1,Default
3614,-3,6927,12469,0,Default
3614,-2,9331,0,0,Default
3614,-1,12186,1023,0,Default
3614,0,11805,1400,0,Default
3615,-5,61096,5000,0,No default
3615,-4,60619,5000,0,No default
3615,-3,69046,10030,0,No default
3615,-2,65063,10000,0,No default
3615,-1,40093,30000,-1,No default
3615,0,3706,40093,1,No default
3616,-5,136559,3617,0,No default
3616,-4,181949,5000,0,No default
3616,-3,185134,6025,0,No default
3616,-2,205228,5411,0,No default
3616,-1,308108,6093,0,No default
3616,0,475934,59324,0,No default
3617,-5,5720,0,0,No default
3617,-4,9805,2500,0,No default
3617,-3,9305,500,0,No default
3617,-2,7100,4000,0,No default
3617,-1,8598,1000,0,No default
3617,0,10208,1500,0,No default
3618,-5,17682,12710,-2,No default
3618,-4,909,17682,-2,No default
3618,-3,8976,909,-2,No default
3618,-2,6548,8976,-2,No default
3618,-1,7097,6548,-2,No default
3618,0,14315,7097,-2,No default
3619,-5,69438,3750,-1,Default
3619,-4,390,69438,0,Default
3619,-3,780,0,0,Default
3619,-2,1170,0,2,Default
3619,-1,1732,0,-1,Default
3619,0,390,1732,-1,Default
3620,-5,-8026,0,-2,Default
3620,-4,-4618,0,-2,Default
3620,-3,1144,4279,-2,Default
3620,-2,693,1144,-2,Default
3620,-1,693,0,-2,Default
3620,0,16414,693,-2,Default
3621,-5,2075,2669,-1,No default
3621,-4,1007,2075,0,No default
3621,-3,1178,5,0,No default
3621,-2,978,1007,-1,No default
3621,-1,596,982,-1,No default
3621,0,3299,599,-1,No default
3622,-5,51616,1886,0,No default
3622,-4,54773,1845,0,No default
3622,-3,55696,1925,0,No default
3622,-2,54929,1900,0,No default
3622,-1,55522,1900,0,No default
3622,0,54717,2017,0,No default
3623,-5,0,0,0,No default
3623,-4,17168,0,0,No default
3623,-3,18758,3000,0,No default
3623,-2,17158,2000,0,No default
3623,-1,31498,4000,0,No default
3623,0,18135,2000,0,No default
3624,-5,22634,3003,0,Default
3624,-4,24511,3002,0,Default
3624,-3,37067,2013,0,Default
3624,-2,47182,1552,0,Default
3624,-1,109132,2043,0,Default
3624,0,210463,5187,0,Default
3625,-5,0,3357,-1,No default
3625,-4,3280,0,-1,No default
3625,-3,15010,3280,-1,No default
3625,-2,1369,15010,-1,No default
3625,-1,31394,1369,-1,No default
3625,0,31386,31401,-1,No default
3626,-5,995,997,-1,Default
3626,-4,16566,1000,-1,Default
3626,-3,5344,16648,-1,Default
3626,-2,-27,5371,-1,Default
3626,-1,2750,0,-1,Default
3626,0,-13,2763,1,Default
3627,-5,19493,674,0,No default
3627,-4,20072,717,0,No default
3627,-3,20141,711,0,No default
3627,-2,50218,697,0,No default
3627,-1,50462,2083,0,No default
3627,0,50701,2202,0,No default
3628,-5,24772,1000,0,No default
3628,-4,24574,1000,0,No default
3628,-3,23954,1000,0,No default
3628,-2,44400,1000,0,No default
3628,-1,86021,3600,0,No default
3628,0,47163,1821,0,No default
3629,-5,46143,2000,0,No default
3629,-4,44710,2000,0,No default
3629,-3,43397,2000,0,No default
3629,-2,41930,2000,0,No default
3629,-1,40747,2000,0,No default
3629,0,39229,2000,0,No default
3630,-5,52533,1500,0,No default
3630,-4,51172,2075,0,No default
3630,-3,59862,1723,0,No default
3630,-2,58882,1857,0,No default
3630,-1,41870,18000,0,No default
3630,0,40538,1988,0,No default
3631,-5,3247,2921,-2,No default
3631,-4,3022,3339,-1,No default
3631,-3,3145,3031,-1,No default
3631,-2,3312,3154,-1,No default
3631,-1,5547,3321,-1,No default
3631,0,3158,5572,0,No default
3632,-5,39004,1314,0,No default
3632,-4,42815,1317,0,No default
3632,-3,46516,1472,0,No default
3632,-2,50175,1590,0,No default
3632,-1,25256,30000,0,No default
3632,0,20556,9581,0,No default
3633,-5,18055,2239,-1,No default
3633,-4,19000,19055,0,No default
3633,-3,17907,1093,0,No default
3633,-2,17403,2872,0,No default
3633,-1,44762,5461,0,No default
3633,0,48369,2384,0,No default
3634,-5,55304,23011,0,Default
3634,-4,53995,2226,0,Default
3634,-3,56467,1979,0,Default
3634,-2,57503,1892,0,Default
3634,-1,71035,2000,2,Default
3634,0,72874,0,1,Default
3635,-5,3333,3110,-1,No default
3635,-4,3333,3333,-1,No default
3635,-3,3541,3333,-1,No default
3635,-2,73274,3600,0,No default
3635,-1,71514,7000,0,No default
3635,0,71983,4000,0,No default
3636,-5,42812,5000,0,No default
3636,-4,47310,5240,0,No default
3636,-3,49804,5000,0,No default
3636,-2,57856,5000,0,No default
3636,-1,59368,5000,0,No default
3636,0,62599,5000,0,No default
3637,-5,9188,490,0,No default
3637,-4,9008,329,2,No default
3637,-3,9302,0,0,No default
3637,-2,8649,797,0,No default
3637,-1,7640,1144,0,No default
3637,0,6615,1135,0,No default
3638,-5,15033,1000,0,Default
3638,-4,14272,1000,0,Default
3638,-3,10469,4000,0,Default
3638,-2,9519,1415,0,Default
3638,-1,17815,1500,0,Default
3638,0,17179,1300,0,Default
3639,-5,137094,5400,0,No default
3639,-4,137819,10100,0,No default
3639,-3,140962,5300,0,No default
3639,-2,139418,5300,0,No default
3639,-1,136186,7000,0,No default
3639,0,132541,7000,0,No default
3640,-5,45498,2000,0,No default
3640,-4,44235,2000,0,No default
3640,-3,43326,1607,0,No default
3640,-2,42482,1551,0,No default
3640,-1,98217,1707,0,No default
3640,0,106229,3000,0,No default
3641,-5,31914,1332,2,No default
3641,-4,32587,0,3,No default
3641,-3,33393,0,2,No default
3641,-2,31623,2589,2,No default
3641,-1,28612,3500,2,No default
3641,0,29368,0,2,No default
3642,-5,5208,2899,-1,No default
3642,-4,6371,5234,-1,No default
3642,-3,2183,6402,0,No default
3642,-2,7218,11,0,No default
3642,-1,12525,2208,0,No default
3642,0,27181,7254,-1,No default
3643,-5,29665,1501,0,No default
3643,-4,28938,1200,0,No default
3643,-3,28345,1042,0,No default
3643,-2,80125,1007,0,No default
3643,-1,80327,2969,0,No default
3643,0,78507,3085,0,No default
3644,-5,2728,0,-1,Default
3644,-4,2452,2728,-1,Default
3644,-3,3300,2452,-1,Default
3644,-2,1381,3300,-1,Default
3644,-1,15683,1381,-1,Default
3644,0,51565,15683,-1,Default
3645,-5,29102,0,2,No default
3645,-4,28616,1100,0,No default
3645,-3,27104,2100,0,No default
3645,-2,26723,1118,0,No default
3645,-1,25652,1800,0,No default
3645,0,27358,1750,2,No default
3646,-5,187951,0,0,No default
3646,-4,177112,14000,0,No default
3646,-3,173246,6640,0,No default
3646,-2,169882,6183,0,No default
3646,-1,166147,6500,0,No default
3646,0,161766,7000,0,No default
3647,-5,35433,11405,-2,No default
3647,-4,12806,35433,-2,No default
3647,-3,7229,12806,-2,No default
3647,-2,14510,7229,-2,No default
3647,-1,34407,14565,-2,No default
3647,0,10804,34415,-2,No default
3648,-5,34755,462,0,No default
3648,-4,47711,2386,0,No default
3648,-3,28484,20000,-1,No default
3648,-2,-1327,29811,-1,No default
3648,-1,443,0,-1,No default
3648,0,6443,451,-1,No default
3649,-5,771,51362,2,No default
3649,-4,921,0,-1,No default
3649,-3,150,921,2,No default
3649,-2,150,0,-1,No default
3649,-1,0,150,0,No default
3649,0,52689,0,0,No default
3650,-5,0,780,-1,No default
3650,-4,390,0,-1,No default
3650,-3,390,390,-1,No default
3650,-2,390,390,-1,No default
3650,-1,390,390,2,No default
3650,0,780,0,-1,No default
3651,-5,62032,2500,0,No default
3651,-4,60694,2500,0,No default
3651,-3,70722,2400,0,No default
3651,-2,76835,2500,0,No default
3651,-1,75867,3200,0,No default
3651,0,82691,3500,0,No default
3652,-5,108305,4500,0,No default
3652,-4,106831,4200,0,No default
3652,-3,107381,4502,0,No default
3652,-2,108727,4500,0,No default
3652,-1,109512,5507,0,No default
3652,0,111188,6010,0,No default
3653,-5,7340,2000,0,No default
3653,-4,22312,500,0,No default
3653,-3,58142,500,0,No default
3653,-2,145248,6506,0,No default
3653,-1,178001,5044,0,No default
3653,0,186248,18000,0,No default
3654,-5,40514,5135,0,No default
3654,-4,95478,5056,0,No default
3654,-3,92434,5024,0,No default
3654,-2,92293,3407,0,No default
3654,-1,93752,3269,0,No default
3654,0,93970,3799,0,No default
3655,-5,29065,5002,0,No default
3655,-4,14844,21939,0,No default
3655,-3,6295,10018,-1,No default
3655,-2,9360,6295,-1,No default
3655,-1,16348,9383,0,No default
3655,0,43311,5377,0,No default
3656,-5,2784,1714,-1,No default
3656,-4,2300,5568,-1,No default
3656,-3,-70,2784,-1,No default
3656,-2,2917,0,-1,No default
3656,-1,6894,2917,-1,No default
3656,0,1264,6894,-1,No default
3657,-5,107423,4000,0,No default
3657,-4,112268,4000,2,No default
3657,-3,113879,0,2,No default
3657,-2,114087,3400,2,No default
3657,-1,114125,3500,2,No default
3657,0,111483,5900,2,No default
3658,-5,126913,3568,0,No default
3658,-4,125353,4000,0,No default
3658,-3,111279,15500,0,No default
3658,-2,109374,3241,0,No default
3658,-1,108229,4005,0,No default
3658,0,104014,5500,0,No default
3659,-5,4689,1582,0,No default
3659,-4,4689,0,-1,No default
3659,-3,0,4689,-1,No default
3659,-2,1300,0,-1,No default
3659,-1,4194,1300,-1,No default
3659,0,15288,4194,-1,No default
3660,-5,16038,0,0,No default
3660,-4,24540,6600,0,No default
3660,-3,35526,491,0,No default
3660,-2,49984,7510,0,No default
3660,-1,79186,1222,0,No default
3660,0,53542,36000,0,No default
3661,-5,42998,913,0,No default
3661,-4,56197,1641,0,No default
3661,-3,76426,3521,0,No default
3661,-2,75559,2426,0,No default
3661,-1,74781,5560,0,No default
3661,0,73798,4794,0,No default
3662,-5,829,11591,0,No default
3662,-4,10116,4,0,No default
3662,-3,10292,10,0,No default
3662,-2,11970,206,-1,No default
3662,-1,-9,11979,0,No default
3662,0,1485,0,0,No default
3663,-5,79695,5000,0,No default
3663,-4,76465,5000,-1,No default
3663,-3,326,76465,-1,No default
3663,-2,326,326,-1,No default
3663,-1,326,326,-1,No default
3663,0,326,326,-1,No default
3664,-5,1050,0,3,Default
3664,-4,1050,0,3,Default
3664,-3,1050,0,3,Default
3664,-2,1050,0,3,Default
3664,-1,1050,0,2,Default
3664,0,1050,0,2,Default
3665,-5,16391,832,-1,No default
3665,-4,871,16391,2,No default
3665,-3,6712,0,2,No default
3665,-2,6242,1000,2,No default
3665,-1,6920,0,2,No default
3665,0,6467,1114,1,No default
3666,-5,16084,8000,0,No default
3666,-4,14573,5000,0,No default
3666,-3,13955,4000,0,No default
3666,-2,20904,1000,0,No default
3666,-1,48850,5000,0,No default
3666,0,36428,6000,0,No default
3667,-5,178599,25082,0,No default
3667,-4,260026,25001,0,No default
3667,-3,291427,10507,0,No default
3667,-2,363787,15052,0,No default
3667,-1,375926,30002,0,No default
3667,0,381453,15024,0,No default
3668,-5,0,0,-2,No default
3668,-4,0,0,0,No default
3668,-3,31939,0,0,No default
3668,-2,31500,639,0,No default
3668,-1,30719,1400,0,No default
3668,0,29197,2000,0,No default
3669,-5,2881,2074,-1,No default
3669,-4,2559,2889,-1,No default
3669,-3,1523,2569,-1,No default
3669,-2,1896,1527,2,No default
3669,-1,5312,5,2,No default
3669,0,5975,1905,1,No default
3670,-5,12319,7575,-1,No default
3670,-4,849,12319,-1,No default
3670,-3,790,849,-1,No default
3670,-2,782,790,-1,No default
3670,-1,1445,782,-1,No default
3670,0,7740,1445,-1,No default
3671,-5,0,0,-2,No default
3671,-4,0,0,-2,No default
3671,-3,0,0,-2,No default
3671,-2,0,0,-2,No default
3671,-1,0,0,-2,No default
3671,0,0,0,1,No default
3672,-5,4822,8048,-1,No default
3672,-4,2222,8389,0,No default
3672,-3,2248,2203,0,No default
3672,-2,3586,2201,0,No default
3672,-1,437,3519,-1,No default
3672,0,509,525,0,No default
3673,-5,-73,0,-2,Default
3673,-4,-73,0,-2,Default
3673,-3,-73,0,-2,Default
3673,-2,-73,0,-2,Default
3673,-1,-73,0,-1,Default
3673,0,26273,0,-1,Default
3674,-5,17528,549,0,Default
3674,-4,17187,776,2,Default
3674,-3,17608,0,2,Default
3674,-2,17418,770,2,Default
3674,-1,17196,800,2,Default
3674,0,14328,3114,2,Default
3675,-5,0,0,0,No default
3675,-4,13947,0,0,No default
3675,-3,16464,0,-1,No default
3675,-2,188,16476,-1,No default
3675,-1,0,188,-1,No default
3675,0,27042,0,-1,No default
3676,-5,9703,292,2,No default
3676,-4,9896,100,0,No default
3676,-3,9198,833,0,No default
3676,-2,9018,316,0,No default
3676,-1,8008,1136,0,No default
3676,0,6991,1126,0,No default
3677,-5,22377,819,0,No default
3677,-4,22309,796,0,No default
3677,-3,16133,7000,-1,No default
3677,-2,360,16133,-1,No default
3677,-1,360,360,-1,No default
3677,0,360,360,-1,No default
3678,-5,390,780,-1,No default
3678,-4,390,390,-1,No default
3678,-3,390,390,-1,No default
3678,-2,390,390,-1,No default
3678,-1,390,390,-1,No default
3678,0,390,390,-1,No default
3679,-5,-150,0,-2,No default
3679,-4,-150,0,0,No default
3679,-3,15375,0,0,No default
3679,-2,14919,825,0,No default
3679,-1,17910,1369,0,No default
3679,0,16959,1235,0,No default
3680,-5,1738,5256,-1,No default
3680,-4,8499,1738,0,No default
3680,-3,9189,170,0,No default
3680,-2,15383,184,0,No default
3680,-1,9403,10007,-1,No default
3680,0,13194,9403,-1,No default
3681,-5,0,0,0,No default
3681,-4,566,0,0,No default
3681,-3,1594,0,0,No default
